"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gene11094",7.87478947699299e-115,1.38996522764888,1,1,1.5749578953986e-110
"Gene17145",1.40495732239678e-112,1.26243800082965,1,1,2.80991464479357e-108
"Gene5239",1.86607296855751e-95,0.947883712358501,1,0.851,3.73214593711502e-91
"Gene15033",3.56337757572149e-94,0.944563659561902,1,0.996,7.12675515144297e-90
"Gene12380",2.56708696656309e-92,0.724768389290123,1,1,5.13417393312618e-88
"Gene14948",1.08242515749656e-90,0.949397515636028,1,0.991,2.16485031499311e-86
"Gene5543",1.01845898099519e-88,0.856269556604565,0.978,0.542,2.03691796199038e-84
"Gene13890",9.31314974680467e-87,0.877186498394372,1,0.952,1.86262994936093e-82
"Gene6464",1.00813811163231e-85,0.758658580637564,1,1,2.01627622326462e-81
"Gene3856",6.77204012518646e-85,0.781613875669913,1,1,1.35440802503729e-80
"Gene19696",4.24412360593328e-83,0.853827901569257,1,1,8.48824721186655e-79
"Gene10811",7.10673687796439e-73,0.762784366581233,1,0.878,1.42134737559288e-68
"Gene6384",1.37170418541196e-70,0.842223942328408,1,0.977,2.74340837082392e-66
"Gene18785",3.85622284734555e-63,0.622380589167336,1,1,7.7124456946911e-59
"Gene15697",1.48492927389122e-62,0.77911868483477,0.987,0.901,2.96985854778244e-58
"Gene8982",1.74314245375223e-61,0.744488165161498,0.996,0.973,3.48628490750447e-57
"Gene19220",4.41492244107648e-60,0.583776508528995,1,1,8.82984488215297e-56
"Gene9815",5.81123845967255e-59,0.524002547474088,1,1,1.16224769193451e-54
"Gene11679",7.46118952244447e-59,0.667528884285381,1,0.991,1.49223790448889e-54
"Gene6236",1.87004009674015e-58,0.436494574071767,1,1,3.7400801934803e-54
