"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gene10569",1.53762904585481e-112,1.39111563155554,1,1,3.07525809170962e-108
"Gene14576",1.16661522218869e-110,1.33809137764084,1,1,2.33323044437737e-106
"Gene16935",2.23870773339288e-110,1.16602906757405,1,1,4.47741546678575e-106
"Gene12991",1.06151495017697e-103,0.906163330642087,1,1,2.12302990035395e-99
"Gene7641",2.26152489262502e-96,0.882279722976197,1,1,4.52304978525003e-92
"Gene5535",1.60212694704986e-95,1.08204066864946,1,1,3.20425389409972e-91
"Gene14927",2.75650820568591e-84,0.719720506080322,1,1,5.51301641137182e-80
"Gene13954",1.33466667470778e-80,0.838284912740088,1,0.986,2.66933334941555e-76
"Gene1041",4.61848535637085e-76,0.799937669454395,1,0.846,9.23697071274171e-72
"Gene16863",1.41380975139243e-69,0.521384731143165,1,1,2.82761950278486e-65
"Gene15764",3.77305290118281e-66,0.555499367870671,1,1,7.54610580236562e-62
"Gene5172",5.58137960877626e-66,0.711531737945996,0.995,0.913,1.11627592175525e-61
"Gene14090",1.02447655452023e-64,0.668524240946379,1,1,2.04895310904046e-60
"Gene6159",1.01863580631867e-63,0.676354369731553,1,0.999,2.03727161263733e-59
"Gene19130",1.34385833785965e-62,0.68919169558101,1,0.935,2.6877166757193e-58
"Gene19402",5.79572923094228e-61,0.541041582327435,1,1,1.15914584618846e-56
"Gene16239",1.32992698155819e-58,0.703130350428798,1,0.987,2.65985396311638e-54
"Gene6614",4.45470424046214e-58,0.569409899834365,0.968,0.634,8.90940848092429e-54
"Gene3938",5.28528636424769e-58,0.480556320247299,1,1,1.05705727284954e-53
"Gene19027",1.52404652599531e-56,0.39352290404195,1,1,3.04809305199063e-52
