"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gene17795",3.01841846715293e-122,0.72387129790172,1,1,6.03683693430585e-118
"Gene13585",1.00752223121061e-107,0.584863029310665,1,1,2.01504446242122e-103
"Gene6582",1.87849755632167e-76,0.468602816489058,1,1,3.75699511264334e-72
"Gene3376",2.69863645505485e-62,0.454431683624944,1,1,5.3972729101097e-58
"Gene13144",3.22414100418158e-57,0.341426647706114,1,1,6.44828200836316e-53
"Gene7578",1.40672861212342e-55,0.385183905764299,1,1,2.81345722424685e-51
"Gene7439",5.18949405961667e-52,0.354916164294498,1,1,1.03789881192333e-47
"Gene2170",5.01682642670484e-49,0.374448328235101,1,1,1.00336528534097e-44
"Gene6352",2.2450946299663e-46,0.397607656986934,1,1,4.49018925993259e-42
"Gene8558",1.96177230361317e-45,0.365602559351188,1,1,3.92354460722634e-41
"Gene17566",3.24575312468721e-44,0.303042709525041,1,1,6.49150624937442e-40
"Gene11123",2.5634249814159e-40,0.4551645523329,0.995,0.975,5.12684996283179e-36
"Gene19986",1.29140600806379e-39,0.296718398837051,1,1,2.58281201612758e-35
"Gene14675",2.43566614459993e-35,0.280753731497958,1,1,4.87133228919987e-31
"Gene16923",4.79651442631303e-33,0.370616532451896,0.991,0.935,9.59302885262607e-29
"Gene17797",1.25922713038145e-30,0.278275702385379,1,1,2.5184542607629e-26
"Gene16002",1.62434350885708e-30,0.377505649464155,0.995,0.982,3.24868701771416e-26
"Gene969",2.92546574152143e-30,0.3494910705759,0.998,1,5.85093148304285e-26
"Gene18651",4.4089268393592e-30,0.369179052225932,0.956,0.821,8.81785367871839e-26
"Gene15251",1.07335467772034e-29,0.306139240304218,1,1,2.14670935544067e-25
