"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gene9374",2.42121944674282e-33,0.434707245764365,1,1,4.84243889348565e-29
"Gene19825",8.68747084703597e-31,0.424598817088909,1,1,1.73749416940719e-26
"Gene15488",6.81211383267465e-22,0.3256500950918,1,1,1.36242276653493e-17
"Gene7371",7.08384607975949e-21,0.315138172586957,1,1,1.4167692159519e-16
"Gene10149",4.01960287473241e-17,0.31593763794976,1,1,8.03920574946481e-13
"Gene9291",2.13860786752782e-16,0.289648827964159,1,1,4.27721573505565e-12
"Gene10866",2.56276995602444e-15,0.372665196826093,1,1,5.12553991204888e-11
"Gene4682",6.40123201138212e-15,0.334644489899611,1,1,1.28024640227642e-10
"Gene18870",2.54178629770512e-13,0.258374891637859,1,1,5.08357259541023e-09
"Gene12889",2.77250123336248e-13,0.256480618883095,1,1,5.54500246672496e-09
"Gene5207",6.12606309592708e-13,0.347306277652563,1,0.999,1.22521261918542e-08
"Gene6367",7.89841954682748e-12,0.256131985226926,1,1,1.5796839093655e-07
"Gene9871",5.15798026692926e-11,0.336036084274393,1,1,1.03159605338585e-06
"Gene6834",2.99266738914925e-09,0.259468777572529,1,0.998,5.9853347782985e-05
