"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gene14576",5.31333772022455e-40,0.474755921301952,1,1,1.06266754404491e-35
"Gene10569",1.44159180370051e-39,0.399372746816615,1,1,2.88318360740103e-35
"Gene5535",1.87349900885813e-31,0.43797944541387,1,1,3.74699801771626e-27
"Gene16935",4.64784734837119e-31,0.34689448670529,1,1,9.29569469674237e-27
"Gene12991",6.43625150645745e-29,0.32021383357755,1,1,1.28725030129149e-24
"Gene15764",1.63193336485751e-22,0.266674147190098,1,1,3.26386672971502e-18
"Gene17077",3.02485910244864e-19,0.270501599225483,1,1,6.04971820489729e-15
"Gene14090",1.5090111441794e-15,0.261151408102098,1,1,3.0180222883588e-11
"Gene13954",8.24664488537617e-14,0.262342398959158,1,0.98,1.64932897707523e-09
"Gene6159",1.37421987590359e-13,0.276182516873954,1,0.996,2.74843975180718e-09
"NA",NA,NA,NA,NA,NA
"NA.1",NA,NA,NA,NA,NA
"NA.2",NA,NA,NA,NA,NA
"NA.3",NA,NA,NA,NA,NA
"NA.4",NA,NA,NA,NA,NA
"NA.5",NA,NA,NA,NA,NA
"NA.6",NA,NA,NA,NA,NA
"NA.7",NA,NA,NA,NA,NA
"NA.8",NA,NA,NA,NA,NA
"NA.9",NA,NA,NA,NA,NA
